========================================================================================================================
TABELA DE DADOS - VALIDAÇÃO
========================================================================================================================

      Hs (m)    log10(Hs)           a (true)           a (pred)  log10(a_true)  log10(a_pred)           a / Hs^6
      3.8397       0.5843       2.760455e-04       2.751589e-04        -3.5590        -3.5604       8.585824e-08
      3.9724       0.5991       3.384426e-04       3.369926e-04        -3.4705        -3.4724       8.576588e-08
      3.9813       0.6000       3.430529e-04       3.415587e-04        -3.4646        -3.4665       8.575977e-08
      4.4752       0.6508       6.918950e-04       6.863354e-04        -3.1600        -3.1635       8.544280e-08
      4.0908       0.6118       4.036595e-04       4.015563e-04        -3.3940        -3.3963       8.568610e-08
      5.3279       0.7266       1.970193e-03       1.943592e-03        -2.7055        -2.7114       8.497200e-08
      2.2075       0.3439       9.967521e-06       1.011122e-05        -5.0014        -4.9952       8.737672e-08
      2.8823       0.4597       4.938895e-05       4.967953e-05        -4.3064        -4.3038       8.664174e-08
      1.0960       0.0398       1.492625e-07       1.548103e-07        -6.8260        -6.8102       8.933640e-08
      4.5873       0.6616       8.026686e-04       7.955949e-04        -3.0955        -3.0993       8.537581e-08
      5.8404       0.7664       3.418431e-03       3.362486e-03        -2.4662        -2.4733       8.472525e-08
      1.8034       0.2561       2.963068e-06       3.025099e-06        -5.5283        -5.5193       8.793815e-08
      5.4496       0.7364       2.256062e-03       2.224014e-03        -2.6466        -2.6529       8.491131e-08
      2.8696       0.4578       4.809636e-05       4.838614e-05        -4.3179        -4.3153       8.665388e-08
      2.7107       0.4331       3.416900e-05       3.443697e-05        -4.4664        -4.4630       8.681040e-08
      1.3785       0.1394       5.910408e-07       6.085710e-07        -6.2284        -6.2157       8.868969e-08
      3.2885       0.5170       1.089343e-04       1.091187e-04        -3.9628        -3.9621       8.628069e-08
      5.1631       0.7129       1.631630e-03       1.611206e-03        -2.7874        -2.7928       8.505670e-08
      5.5689       0.7458       2.569304e-03       2.531067e-03        -2.5902        -2.5967       8.485305e-08
      3.0888       0.4898       7.480357e-05       7.507897e-05        -4.1261        -4.1245       8.645208e-08
      5.0747       0.7054       1.471095e-03       1.453474e-03        -2.8324        -2.8376       8.510321e-08
      5.4896       0.7395       2.357336e-03       2.323312e-03        -2.6276        -2.6339       8.489170e-08
      3.9160       0.5928       3.106023e-04       3.094118e-04        -3.5078        -3.5095       8.580476e-08
      5.4695       0.7379       2.305937e-03       2.272917e-03        -2.6372        -2.6434       8.490154e-08
      1.4419       0.1589       7.741675e-07       7.959942e-07        -6.1112        -6.0991       8.856343e-08
      2.2034       0.3431       9.855607e-06       9.998298e-06        -5.0063        -5.0001       8.738200e-08
      2.3938       0.3791       1.620712e-05       1.639865e-05        -4.7903        -4.7852       8.715284e-08
      5.6903       0.7551       2.924151e-03       2.878666e-03        -2.5340        -2.5408       8.479514e-08
      5.0872       0.7065       1.493005e-03       1.475007e-03        -2.8259        -2.8312       8.509659e-08
      1.0735       0.0308       1.317987e-07       1.367872e-07        -6.8801        -6.8640       8.939506e-08
      2.1213       0.3266       7.849623e-06       7.972843e-06        -5.1052        -5.0984       8.748701e-08
      4.1024       0.6130       4.105704e-04       4.083948e-04        -3.3866        -3.3889       8.567851e-08
      1.6999       0.2304       2.078625e-06       2.126114e-06        -5.6822        -5.6724       8.810284e-08
      3.5381       0.5488       1.689524e-04       1.688466e-04        -3.7722        -3.7725       8.608097e-08
      1.1282       0.0524       1.776314e-07       1.840644e-07        -6.7505        -6.7350       8.925436e-08
      1.1377       0.0560       1.867706e-07       1.934831e-07        -6.7287        -6.7134       8.923063e-08
      4.0765       0.6103       3.952734e-04       3.932574e-04        -3.4031        -3.4053       8.569564e-08
      3.7533       0.5744       2.408079e-04       2.402073e-04        -3.6183        -3.6194       8.592010e-08
      5.4016       0.7325       2.139445e-03       2.109642e-03        -2.6697        -2.6758       8.493505e-08
      1.4689       0.1670       8.651708e-07       8.890418e-07        -6.0629        -6.0511       8.851146e-08
      2.4797       0.3944       2.002314e-05       2.023716e-05        -4.6985        -4.6939       8.705558e-08
      2.7891       0.4455       4.054367e-05       4.082468e-05        -4.3921        -4.3891       8.673195e-08
      2.7460       0.4387       3.693415e-05       3.720849e-05        -4.4326        -4.4294       8.677473e-08
      1.5270       0.1838       1.092006e-06       1.120758e-06        -5.9618        -5.9505       8.840279e-08
      3.8366       0.5839       2.746832e-04       2.738078e-04        -3.5612        -3.5626       8.586044e-08
      3.4910       0.5429       1.559059e-04       1.558744e-04        -3.8071        -3.8072       8.611757e-08
      1.1355       0.0552       1.846105e-07       1.912571e-07        -6.7337        -6.7184       8.923617e-08
      3.5685       0.5525       1.778779e-04       1.777183e-04        -3.7499        -3.7503       8.605762e-08
      2.4326       0.3861       1.784848e-05       1.805020e-05        -4.7484        -4.7435       8.710848e-08
      3.1423       0.4972       8.291944e-05       8.317950e-05        -4.0813        -4.0800       8.640507e-08
      4.8487       0.6856       1.119306e-03       1.107496e-03        -2.9511        -2.9557       8.522606e-08
      4.2637       0.6298       5.175088e-04       5.141378e-04        -3.2861        -3.2889       8.557385e-08
      4.7135       0.6733       9.446226e-04       9.354934e-04        -3.0247        -3.0290       8.530249e-08
      5.0110       0.6999       1.363697e-03       1.347902e-03        -2.8653        -2.8703       8.513725e-08
      1.2851       0.1089       3.880351e-07       4.004327e-07        -6.4111        -6.3975       8.888694e-08
      1.4109       0.1495       6.793286e-07       6.989640e-07        -6.1679        -6.1555       8.862459e-08
      3.1874       0.5034       9.031879e-05       9.056108e-05        -4.0442        -4.0431       8.636604e-08
      4.1707       0.6202       4.533564e-04       4.507178e-04        -3.3436        -3.3461       8.563363e-08
      3.4690       0.5402       1.501027e-04       1.501025e-04        -3.8236        -3.8236       8.613478e-08
      3.0135       0.4791       6.450937e-05       6.479743e-05        -4.1904        -4.1884       8.651961e-08
      5.5392       0.7434       2.488044e-03       2.451433e-03        -2.6041        -2.6106       8.486746e-08
      2.8181       0.4500       4.314814e-05       4.343294e-05        -4.3650        -4.3622       8.670349e-08
      4.3688       0.6404       5.988815e-04       5.945221e-04        -3.2227        -3.2258       8.550791e-08
      1.2717       0.1044       3.642551e-07       3.760188e-07        -6.4386        -6.4248       8.891666e-08
      4.3619       0.6397       5.932597e-04       5.889707e-04        -3.2268        -3.2299       8.551216e-08
      3.0174       0.4796       6.501007e-05       6.529779e-05        -4.1870        -4.1851       8.651612e-08
      3.5953       0.5557       1.860328e-04       1.858218e-04        -3.7304        -3.7309       8.603725e-08
      1.4834       0.1713       9.176932e-07       9.427204e-07        -6.0373        -6.0256       8.848394e-08
      1.9072       0.2804       4.145201e-06       4.224481e-06        -5.3825        -5.3742       8.778236e-08
      1.7319       0.2385       2.324187e-06       2.375888e-06        -5.6337        -5.6242       8.805099e-08
      4.2549       0.6289       5.110877e-04       5.077920e-04        -3.2915        -3.2943       8.557947e-08
      4.7302       0.6749       9.648719e-04       9.554394e-04        -3.0155        -3.0198       8.529284e-08
      1.2557       0.0989       3.376344e-07       3.486777e-07        -6.4716        -6.4576       8.895223e-08
      1.5665       0.1949       1.272889e-06       1.305347e-06        -5.8952        -5.8843       8.833128e-08
      5.6440       0.7516       2.784324e-03       2.741723e-03        -2.5553        -2.5620       8.481706e-08
      2.7283       0.4359       3.552766e-05       3.579890e-05        -4.4494        -4.4461       8.679252e-08
      4.0699       0.6096       3.914269e-04       3.894506e-04        -3.4073        -3.4095       8.570005e-08
      4.0913       0.6119       4.039528e-04       4.018465e-04        -3.3937        -3.3959       8.568581e-08
      1.4175       0.1515       6.987537e-07       7.188431e-07        -6.1557        -6.1434       8.861129e-08
      2.8989       0.4622       5.112165e-05       5.141306e-05        -4.2914        -4.2889       8.662596e-08
      1.6960       0.2294       2.049788e-06       2.096775e-06        -5.6883        -5.6784       8.810935e-08
      1.2737       0.1051       3.677117e-07       3.795679e-07        -6.4345        -6.4207       8.891217e-08
      5.0856       0.7063       1.490230e-03       1.472279e-03        -2.8267        -2.8320       8.509735e-08
      4.1193       0.6148       4.208406e-04       4.185557e-04        -3.3759        -3.3782       8.566726e-08
      1.6028       0.2049       1.460532e-06       1.496687e-06        -5.8355        -5.8249       8.826709e-08
      2.9280       0.4666       5.427437e-05       5.456656e-05        -4.2654        -4.2631       8.659858e-08
      4.0549       0.6080       3.828806e-04       3.809918e-04        -3.4169        -3.4191       8.571002e-08
      5.3704       0.7300       2.066327e-03       2.037919e-03        -2.6848        -2.6908       8.495072e-08
      5.1435       0.7113       1.594977e-03       1.575202e-03        -2.7972        -2.8027       8.506694e-08
      2.3932       0.3790       1.618409e-05       1.637549e-05        -4.7909        -4.7858       8.715356e-08
      5.6694       0.7535       2.860160e-03       2.816000e-03        -2.5436        -2.5504       8.480502e-08
      1.1681       0.0675       2.187702e-07       2.264438e-07        -6.6600        -6.6450       8.915620e-08
      1.0966       0.0401       1.498165e-07       1.553818e-07        -6.8244        -6.8086       8.933463e-08
      5.4756       0.7384       2.321476e-03       2.288151e-03        -2.6342        -2.6405       8.489845e-08
      4.1878       0.6220       4.646084e-04       4.618449e-04        -3.3329        -3.3355       8.562259e-08
      1.0568       0.0240       1.199659e-07       1.245683e-07        -6.9209        -6.9046       8.943945e-08
      4.5453       0.6576       7.595496e-04       7.530749e-04        -3.1194        -3.1232       8.540072e-08
      2.8547       0.4556       4.661725e-05       4.690585e-05        -4.3315        -4.3288       8.666814e-08
      4.4432       0.6477       6.627196e-04       6.575439e-04        -3.1787        -3.1821       8.546221e-08
      2.2077       0.3439       9.972425e-06       1.011619e-05        -5.0012        -4.9950       8.737658e-08
      3.4823       0.5419       1.535963e-04       1.535774e-04        -3.8136        -3.8137       8.612432e-08
      4.4553       0.6489       6.736413e-04       6.683220e-04        -3.1716        -3.1750       8.545479e-08
      1.7725       0.2486       2.670789e-06       2.728195e-06        -5.5734        -5.5641       8.798633e-08
      2.1230       0.3270       7.886944e-06       8.010556e-06        -5.1031        -5.0963       8.748488e-08
      4.2274       0.6261       4.915815e-04       4.885122e-04        -3.3084        -3.3111       8.559709e-08
      2.3528       0.3716       1.461118e-05       1.479195e-05        -4.8353        -4.8300       8.720058e-08
      3.1638       0.5002       8.638969e-05       8.664189e-05        -4.0635        -4.0623       8.638643e-08
      4.3323       0.6367       5.695077e-04       5.655120e-04        -3.2445        -3.2476       8.553058e-08
      3.5863       0.5547       1.832702e-04       1.830769e-04        -3.7369        -3.7374       8.604409e-08
      3.7329       0.5720       2.330491e-04       2.325081e-04        -3.6326        -3.6336       8.593499e-08
      5.4861       0.7393       2.348289e-03       2.314441e-03        -2.6292        -2.6356       8.489341e-08
      4.8176       0.6828       1.076843e-03       1.065698e-03        -2.9678        -2.9724       8.524343e-08
      4.8109       0.6822       1.067880e-03       1.056875e-03        -2.9715        -2.9760       8.524721e-08
      5.1487       0.7117       1.604610e-03       1.584663e-03        -2.7946        -2.8001       8.506421e-08
      3.3997       0.5314       1.329898e-04       1.330746e-04        -3.8762        -3.8759       8.618985e-08
      4.5087       0.6541       7.235729e-04       7.175889e-04        -3.1405        -3.1441       8.542258e-08
      1.4355       0.1570       7.535861e-07       7.749431e-07        -6.1229        -6.1107       8.857607e-08
      4.6433       0.6668       8.632356e-04       8.552989e-04        -3.0639        -3.0679       8.534300e-08
      3.0948       0.4906       7.568606e-05       7.596004e-05        -4.1210        -4.1194       8.644673e-08
      3.4677       0.5400       1.497798e-04       1.497812e-04        -3.8245        -3.8245       8.613573e-08
      4.4697       0.6503       6.868748e-04       6.813813e-04        -3.1631        -3.1666       8.544605e-08
      3.3690       0.5275       1.259573e-04       1.260738e-04        -3.8998        -3.8994       8.621459e-08
      1.4650       0.1658       8.513770e-07       8.749413e-07        -6.0699        -6.0580       8.851899e-08
------------------------------------------------------------------------------------------------------------------------

Total de amostras: 1000

Coeficiente do modelo: w1 = 5.968327
Intercept do modelo: b = -7.047711
Equação: log10(a) = 5.968327 * log10(Hs) + -7.047711
